"","x"
"2499",0
"2500",3
"2501",3
"2502",5
"2503",2
"2504",1
"2505",6
"2506",5
"2507",4
"2508",4
"2509",4
"2510",3
"2511",3
"2512",0
"2513",0
"2514",6
"2515",4
"2516",1
"2517",0
"2518",2
"2519",5
"2520",0
"2521",4
"2522",4
"2523",2
"2524",0
"2525",5
"2526",0
"2527",0
"2528",5
"2529",0
"2530",3
"2531",1
"2532",1
"2533",2
"2534",0
"2535",7
"2536",3
"2537",1
"2538",0
"2539",4
"2540",5
"2541",2
"2542",3
"2543",5
"2544",0
"2545",2
"2546",1
"2547",3
"2548",4
"2549",0
"2550",0
"2551",3
"2552",1
"2553",0
"2554",5
"2555",0
"2556",1
"2557",0
"2558",2
"2559",1
"2560",0
"2561",0
"2562",1
"2563",4
"2564",5
"2565",5
"2566",4
"2567",5
"2568",5
"2569",0
"2570",1
"2571",4
"2572",3
"2573",3
"2574",0
"2575",4
"2576",4
"2577",3
"2578",6
"2579",6
"2580",0
"2581",3
"2582",1
"2583",4
"2584",5
"2585",1
"2586",0
"2587",4
"2588",4
"2589",4
"2590",3
"2591",4
"2592",3
"2593",0
"2594",1
"2595",2
"2596",3
"2597",1
"2598",2
"2599",0
"2600",6
"2601",4
"2602",4
"2603",3
"2604",2
"2605",0
"2606",6
"2607",0
"2608",0
"2609",2
"2610",1
"2611",3
"2612",0
"2613",0
"2614",0
"2615",0
"2616",0
"2617",3
"2618",3
"2619",5
"2620",4
"2621",3
"2622",3
"2623",4
"2624",5
"2625",3
"2626",2
"2627",4
"2628",1
"2629",5
"2630",0
"2631",1
"2632",3
"2633",0
"2634",2
"2635",5
"2636",3
"2637",3
"2638",2
"2639",0
"2640",2
"2641",4
"2642",4
"2643",3
"2644",4
"2645",1
"2646",4
"2647",1
"2648",3
"2649",4
"2650",3
"2651",0
"2652",3
"2653",4
"2654",4
"2655",0
"2656",3
"2657",4
"2658",4
"2659",2
"2660",0
"2661",5
"2662",4
"2663",0
"2664",2
"2665",7
"2666",1
"2667",1
"2668",3
"2669",3
"2670",5
"2671",4
"2672",2
"2673",5
"2674",1
"2675",3
"2676",2
"2677",4
"2678",1
"2679",0
"2680",2
"2681",2
"2682",1
"2683",2
"2684",4
"2685",1
"2686",0
"2687",3
"2688",4
"2689",0
"2690",0
"2691",0
"2692",3
"2693",5
"2694",2
"2695",2
"2696",2
"2697",0
"2698",0
"2699",5
"2700",1
"2701",0
"2702",4
"2703",1
"2704",3
"2705",3
"2706",1
"2707",3
"2708",4
"2709",7
"2710",5
"2711",1
"2712",3
"2713",1
"2714",2
"2715",0
"2716",0
"2717",0
"2718",0
"2719",4
"2720",5
"2721",4
"2722",4
"2723",4
"2724",4
"2725",1
"2726",4
"2727",4
"2728",1
"2729",0
"2730",2
"2731",0
"2732",2
"2733",6
"2734",4
"2735",2
"2736",5
"2737",4
"2738",5
"2739",1
"2740",4
"2741",1
"2742",2
"2743",5
"2744",2
"2745",0
"2746",4
"2747",0
"2748",0
"2749",0
"2750",1
"2751",3
"2752",0
"2753",5
"2754",3
"2755",3
"2756",1
"2757",5
"2758",1
"2759",0
"2760",5
"2761",0
"2762",5
"2763",2
"2764",0
"2765",3
"2766",2
"2767",5
"2768",2
"2769",1
"2770",4
"2771",4
"2772",0
"2773",4
"2774",4
"2775",2
"2776",1
"2777",4
"2778",5
"2779",3
"2780",5
"2781",5
"2782",0
"2783",2
"2784",0
"2785",5
"2786",4
"2787",2
"2788",4
"2789",2
"2790",5
"2791",0
"2792",0
"2793",2
"2794",2
"2795",0
"2796",2
"2797",5
"2798",0
"2799",4
"2800",0
"2801",4
"2802",3
"2803",1
"2804",2
"2805",3
"2806",6
"2807",4
"2808",3
"2809",3
"2810",1
"2811",4
"2812",4
"2813",4
"2814",0
"2815",4
"2816",1
"2817",5
"2818",3
"2819",4
"2820",1
"2821",3
"2822",0
"2823",4
"2824",4
"2825",0
"2826",4
"2827",0
"2828",0
"2829",5
"2830",0
"2831",2
"2832",2
"2833",2
"2834",2
"2835",0
"2836",1
"2837",1
"2838",1
"2839",1
"2840",5
"2841",1
"2842",2
"2843",2
"2844",5
"2845",3
"2846",2
"2847",2
"2848",3
"2849",2
"2850",1
"2851",0
"2852",0
"2853",3
"2854",4
"2855",1
"2856",3
"2857",3
"2858",3
"2859",2
"2860",3
"2861",1
"2862",1
"2863",1
"2864",1
"2865",0
"2866",1
"2867",4
"2868",4
"2869",2
"2870",6
"2871",0
"2872",2
"2873",2
"2874",1
"2875",3
"2876",3
"2877",4
"2878",0
"2879",4
"2880",2
"2881",1
"2882",2
"2883",3
"2884",4
"2885",4
"2886",1
"2887",3
"2888",5
"2889",0
"2890",2
"2891",1
"2892",0
"2893",3
"2894",6
"2895",5
"2896",0
"2897",2
"2898",3
"2899",0
"2900",0
"2901",2
"2902",4
"2903",5
"2904",2
"2905",0
"2906",5
"2907",2
"2908",0
"2909",4
"2910",3
"2911",0
"2912",0
"2913",5
"2914",1
"2915",1
"2916",1
"2917",0
"2918",4
"2919",1
"2920",0
"2921",0
"2922",2
"2923",0
"2924",2
"2925",3
"2926",6
"2927",4
"2928",4
"2929",1
"2930",2
"2931",0
"2932",5
"2933",0
"2934",2
"2935",0
"2936",3
"2937",3
"2938",4
"2939",4
"2940",4
"2941",0
"2942",4
"2943",3
"2944",5
"2945",3
"2946",0
"2947",5
"2948",4
"2949",4
"2950",0
"2951",1
"2952",0
"2953",5
"2954",4
"2955",4
"2956",3
"2957",5
"2958",6
"2959",4
"2960",1
"2961",1
"2962",0
"2963",0
"2964",4
"2965",0
"2966",0
"2967",3
"2968",0
"2969",0
"2970",3
"2971",4
"2972",0
"2973",4
"2974",2
"2975",4
"2976",2
"2977",0
"2978",4
"2979",4
"2980",3
"2981",0
"2982",3
"2983",4
"2984",4
"2985",0
"2986",4
"2987",3
"2988",3
"2989",1
"2990",3
"2991",3
"2992",2
"2993",3
"2994",4
"2995",0
"2996",3
"2997",3
"2998",1
"2999",0
"3000",0
"3001",5
"3002",2
"3003",5
"3004",0
"3005",2
"3006",1
"3007",4
"3008",6
"3009",4
"3010",2
"3011",4
"3012",1
"3013",0
"3014",4
"3015",3
"3016",3
"3017",4
"3018",0
"3019",1
"3020",3
"3021",3
"3022",3
"3023",1
"3024",5
"3025",1
"3026",4
"3027",3
"3028",0
"3029",2
"3030",0
"3031",0
"3032",5
"3033",2
"3034",1
"3035",2
"3036",2
"3037",0
"3038",4
"3039",2
"3040",3
"3041",2
"3042",4
"3043",1
"3044",5
"3045",3
"3046",3
"3047",3
"3048",3
"3049",0
"3050",4
"3051",3
"3052",5
"3053",4
"3054",3
"3055",0
"3056",0
"3057",0
"3058",1
"3059",4
"3060",5
"3061",5
"3062",5
"3063",2
"3064",1
"3065",1
"3066",3
"3067",6
"3068",2
"3069",1
"3070",4
"3071",5
"3072",4
"3073",6
"3074",6
"3075",4
"3076",0
"3077",3
"3078",1
"3079",1
"3080",0
"3081",4
"3082",1
"3083",0
"3084",4
"3085",4
"3086",4
"3087",3
"3088",0
"3089",4
"3090",1
"3091",5
"3092",2
"3093",0
"3094",2
"3095",3
"3096",3
"3097",0
"3098",0
"3099",1
"3100",4
"3101",2
"3102",4
"3103",0
"3104",4
"3105",0
"3106",5
"3107",0
"3108",1
"3109",0
"3110",4
"3111",2
"3112",0
"3113",3
"3114",4
"3115",4
"3116",5
"3117",4
"3118",6
"3119",1
"3120",1
"3121",2
"3122",1
"3123",1
"3124",2
"3125",5
"3126",1
"3127",3
"3128",3
"3129",1
"3130",6
"3131",3
"3132",1
"3133",3
"3134",0
"3135",0
"3136",0
"3137",3
"3138",5
"3139",4
"3140",0
"3141",0
"3142",1
"3143",1
"3144",1
"3145",0
"3146",0
"3147",1
"3148",1
"3149",3
"3150",5
"3151",0
"3152",1
"3153",1
"3154",1
"3155",1
"3156",0
"3157",1
"3158",4
"3159",4
"3160",1
"3161",4
"3162",5
"3163",0
"3164",3
"3165",1
"3166",0
"3167",3
"3168",1
"3169",1
"3170",0
"3171",1
"3172",0
"3173",4
"3174",3
"3175",1
"3176",0
"3177",1
"3178",1
"3179",3
"3180",3
"3181",4
"3182",6
"3183",3
"3184",4
"3185",5
"3186",5
"3187",3
"3188",3
"3189",4
"3190",4
"3191",4
"3192",4
"3193",0
"3194",1
"3195",3
"3196",1
"3197",3
"3198",1
"3199",5
"3200",6
"3201",4
"3202",3
"3203",1
"3204",1
"3205",2
"3206",2
"3207",2
"3208",0
"3209",4
"3210",3
"3211",1
"3212",1
"3213",1
"3214",1
"3215",3
"3216",1
"3217",1
"3218",0
"3219",0
"3220",2
"3221",5
"3222",0
"3223",2
"3224",3
"3225",4
"3226",1
"3227",4
"3228",2
"3229",0
"3230",2
"3231",0
"3232",4
"3233",6
"3234",5
"3235",4
"3236",4
"3237",1
"3238",1
"3239",1
"3240",3
"3241",0
"3242",2
"3243",0
"3244",0
"3245",4
"3246",1
"3247",0
"3248",1
"3249",4
"3250",2
"3251",5
"3252",6
"3253",5
"3254",1
"3255",3
"3256",4
"3257",4
"3258",3
"3259",2
"3260",4
"3261",4
"3262",4
"3263",4
"3264",0
"3265",0
"3266",0
"3267",0
"3268",3
"3269",8
"3270",0
"3271",5
"3272",5
"3273",1
"3274",1
"3275",3
"3276",4
"3277",4
"3278",0
"3279",6
"3280",1
"3281",5
"3282",3
"3283",1
"3284",4
"3285",4
"3286",0
"3287",2
"3288",0
"3289",0
"3290",3
"3291",0
"3292",4
"3293",3
"3294",2
"3295",0
"3296",4
"3297",5
"3298",3
"3299",3
"3300",0
"3301",3
"3302",3
"3303",5
"3304",4
"3305",2
"3306",4
"3307",1
"3308",1
"3309",1
"3310",0
"3311",3
"3312",3
"3313",3
"3314",4
"3315",0
"3316",3
"3317",0
"3318",3
"3319",0
"3320",3
"3321",1
"3322",2
"3323",5
"3324",4
"3325",5
"3326",6
"3327",5
"3328",0
"3329",1
"3330",3
"3331",4
"3332",5
"3333",4
"3334",0
"3335",4
